100,0.012150966666666667
200,0.006075933333333333
300,0.009495100000000001
400,0.016618133333333333
500,0.016876
600,0.019925666666666664
700,0.0395363
800,0.04452303333333333
900,0.0718012
1000,0.0802567
1100,0.07718133333333334
1200,0.09537
1300,0.1090296
1400,0.13329313333333334
1500,0.18807566666666667
1600,0.16646313333333332
1700,0.18399980000000002
1800,0.25289216666666664
1900,0.27306590000000003
2000,0.2601668
2100,0.3322431
2200,0.3857235666666667
2300,0.44206856666666666
2400,0.5209055333333333
2500,0.5389751666666667
2600,0.49957616666666665
2700,0.6311106
2800,0.5881927666666666
2900,0.7279117666666667
3000,0.7889099666666667
3100,0.6967993666666666
3200,0.8705502333333334
3300,0.8558222333333334
3400,0.9545289666666666
3500,0.9318929333333333
3600,1.1679454333333334
3700,1.0414170333333332
3800,1.0978782999999999
3900,1.2392353
4000,1.3309713
4100,0.8474892
4200,1.3624605
4300,1.5938980666666664
4400,1.5393652
4500,1.6619080666666666
4600,1.6453477666666665
4700,1.2080778666666667
4800,1.8983078666666666
4900,1.9399437
5000,1.9868154666666669
